,interactor_A,interactor_B,label
2289,P22216,P38232,0
2302,P22216,P07703,0
2306,P22216,Q04067,0
2318,P22216,Q04493,0
2348,P22216,P36144,0
2357,P22216,Q03407,0
2376,P22216,Q12497,0
2400,P22216,P21242,0
2410,P22216,P18634,0
2462,P22216,P41911,0
2485,P22216,Q12468,0
2508,P22216,Q6Q5K6,0
2523,P22216,P23285,0
2531,P22216,Q03081,0
2542,Q03323,P05986,0
2549,Q03323,P34730,0
2558,Q03323,P32805,0
2572,Q03323,P46671,0
2573,Q03323,Q03944,0
2574,Q03323,P43563,0
2601,Q03323,P38744,0
2607,Q03323,Q04368,0
2613,Q03323,P16649,0
2614,Q03323,P53691,0
2633,Q03323,Q06001,0
2635,Q03323,Q12377,0
2637,Q03323,Q03981,0
2639,Q03323,P52553,0
2643,Q03323,P53939,0
2652,Q03323,P53917,0
2660,Q03323,Q00582,0
2703,Q03323,P52917,0
2716,Q03323,P28000,0
2717,Q03323,P08679,0
2742,Q03323,P53237,0
2774,Q03323,Q04549,0
2778,Q03323,P39729,0
2788,Q03323,P50113,0
2792,Q03323,P39105,0
2793,Q03323,P07258,0
2803,Q03323,P43123,0
2813,Q03323,P08539,0
2818,Q03323,P25555,0
2828,Q03323,P36131,0
2842,Q03323,P53272,0
2851,Q03323,P25575,0
2858,Q03323,P53343,0
2860,Q03323,P40515,0
2867,Q03323,Q04175,0
2875,Q03323,P43124,0
2876,Q03323,P41808,0
2883,Q03323,Q12260,0
2886,Q03323,P32491,0
2897,Q03323,P38232,0
2910,Q03323,P07703,0
2914,Q03323,Q04067,0
2917,Q03323,P25355,0
2922,Q03323,Q12250,0
2926,Q03323,Q04493,0
2936,Q03323,P40465,0
2942,Q03323,P24870,0
2943,Q03323,P32838,0
2946,Q03323,Q12513,0
2956,Q03323,P36144,0
2964,Q03323,Q03407,0
2965,Q03323,P42944,0
2972,Q03323,P46680,0
2983,Q03323,Q12497,0
3000,Q03323,P04911,0
3007,Q03323,P21242,0
3013,Q03323,Q12692,0
3014,Q03323,P41920,0
3017,Q03323,P18634,0
3027,Q03323,P47025,0
3029,Q03323,P01120,0
3037,Q03323,P14693,0
3069,Q03323,P41911,0
3086,Q03323,P32473,0
3092,Q03323,Q12468,0
3094,Q03323,P38303,0
3107,Q03323,P25694,0
3109,Q03323,P24280,0
3112,Q03323,P39926,0
3114,Q03323,P07262,0
3115,Q03323,Q6Q5K6,0
3124,Q03323,P25383,0
3126,Q03323,P38143,0
3130,Q03323,P23285,0
3133,Q03323,P04786,0
3137,Q03323,P24868,0
3138,Q03323,Q03081,0
3145,P25502,P53238,0
3146,P25502,P17555,0
3147,P25502,P47049,0
3149,P25502,P05986,0
3150,P25502,P53108,0
3151,P25502,P39743,0
3153,P25502,P60010,0
3154,P25502,P32776,0
3155,P25502,P00812,0
3156,P25502,P34730,0
3158,P25502,P41835,0
3159,P25502,P53933,0
3161,P25502,P53093,0
3166,P25502,P14741,0
3168,P25502,P53043,0
3170,P25502,P48232,0
3172,P25502,P54786,0
3173,P25502,Q04921,0
3174,P25502,P32458,0
3178,P25502,P32468,0
3179,P25502,P46671,0
3180,P25502,Q03944,0
3181,P25502,P43563,0
3182,P25502,P35817,0
3184,P25502,P39011,0
3185,P25502,Q12309,0
3187,P25502,Q03954,0
3190,P25502,P40038,0
3191,P25502,P39009,0
3192,P25502,P38316,0
3193,P25502,P53215,0
3195,P25502,Q03148,0
3196,P25502,Q03144,0
3197,P25502,P38204,0
3199,P25502,P14904,0
3201,P25502,P25378,0
3207,P25502,Q06628,0
3208,P25502,P38744,0
3209,P25502,P47822,0
3211,P25502,Q03900,0
3212,P25502,Q03435,0
3213,P25502,P39946,0
3214,P25502,Q04368,0
3217,P25502,P48562,0
3220,P25502,P16649,0
3221,P25502,P53691,0
3224,P25502,P32793,0
3225,P25502,P36157,0
3228,P25502,P36118,0
3237,P25502,P43619,0
3238,P25502,P00546,0
3240,P25502,Q06001,0
3242,P25502,Q12377,0
3243,P25502,P32505,0
3244,P25502,Q03981,0
3245,P25502,P32911,0
3246,P25502,P52553,0
3248,P25502,Q12335,0
3249,P25502,P50623,0
3250,P25502,P53939,0
3251,P25502,P36162,0
3254,P25502,Q12417,0
3256,P25502,Q04048,0
3257,P25502,P20081,0
3258,P25502,Q05930,0
3259,P25502,P53917,0
3260,P25502,Q00246,0
3262,P25502,P26448,0
3263,P25502,P38785,0
3266,P25502,P38784,0
3268,P25502,Q00582,0
3270,P25502,Q12306,0
3271,P25502,Q99288,0
3273,P25502,P11433,0
3274,P25502,P29366,0
3276,P25502,P32354,0
3277,P25502,P32598,0
3280,P25502,P40485,0
3282,P25502,P19735,0
3286,P25502,Q04839,0
3289,P25502,P38751,0
3292,P25502,P32502,0
3293,P25502,P38871,0
3295,P25502,P32500,0
3297,P25502,P53295,0
3300,P25502,P47122,0
3301,P25502,P06780,0
3307,P25502,P25343,0
3308,P25502,P46946,0
3309,P25502,P28239,0
3311,P25502,P52917,0
3312,P25502,P53437,0
3313,P25502,P35203,0
3316,P25502,P13365,0
3318,P25502,Q12516,0
3321,P25502,P38274,0
3322,P25502,Q08229,0
3323,P25502,P25693,0
3324,P25502,P28000,0
3325,P25502,P08679,0
3329,P25502,Q03503,0
3330,P25502,P38147,0
3333,P25502,P38862,0
3334,P25502,P25454,0
3335,P25502,Q07528,0
3336,P25502,Q99383,0
3338,P25502,Q02574,0
3339,P25502,P48581,0
3341,P25502,P17157,0
3342,P25502,P19262,0
3343,P25502,P36075,0
3346,P25502,P48837,0
3347,P25502,P34164,0
3348,P25502,P11710,0
3352,P25502,P17214,0
3353,P25502,Q07622,0
3354,P25502,P07274,0
3357,P25502,Q02821,0
3358,P25502,P32337,0
3361,P25502,Q12489,0
3364,P25502,Q12300,0
3366,P25502,P50942,0
3367,P25502,P38815,0
3370,P25502,Q12446,0
3371,P25502,P13902,0
3373,P25502,P36100,0
3374,P25502,P32602,0
3378,P25502,P01123,0
3380,P25502,P40956,0
3381,P25502,Q04549,0
3384,P25502,Q03177,0
3385,P25502,P39729,0
3386,P25502,P23059,0
3387,P25502,P53040,0
3388,P25502,P06843,0
3389,P25502,P38261,0
3392,P25502,P38962,0
3394,P25502,P38555,0
3396,P25502,P38074,0
3397,P25502,P50095,0
3398,P25502,Q00776,0
3400,P25502,P39105,0
3402,P25502,P53726,0
3403,P25502,P33338,0
3409,P25502,P28495,0
3410,P25502,P38700,0
3411,P25502,P43123,0
3412,P25502,P12954,0
3415,P25502,P21243,0
3417,P25502,Q12175,0
3419,P25502,P32912,0
3420,P25502,Q12181,0
3421,P25502,P08539,0
3422,P25502,Q06440,0
3425,P25502,P23292,0
3426,P25502,P25555,0
3430,P25502,Q03656,0
3432,P25502,P08468,0
3433,P25502,P38217,0
3434,P25502,P24869,0
3436,P25502,P36131,0
3437,P25502,P13099,0
3438,P25502,Q12457,0
3439,P25502,P39551,0
3444,P25502,P04161,0
3446,P25502,P15891,0
3450,P25502,P53272,0
3453,P25502,Q12433,0
3456,P25502,Q03525,0
3459,P25502,P25575,0
3461,P25502,P32828,0
3464,P25502,P18562,0
3466,P25502,P53343,0
3468,P25502,P40515,0
3475,P25502,Q04175,0
3477,P25502,Q12242,0
3478,P25502,P26449,0
3481,P25502,P32497,0
3483,P25502,P43124,0
3484,P25502,P41808,0
3485,P25502,P32582,0
3490,P25502,Q08754,0
3491,P25502,Q12260,0
3492,P25502,P33296,0
3494,P25502,P32491,0
3495,P25502,P28320,0
3504,P25502,P23287,0
3505,P25502,P38232,0
3506,P25502,P32385,0
3507,P25502,P39731,0
3509,P25502,P39083,0
3513,P25502,P39081,0
3514,P25502,P53754,0
3516,P25502,P34077,0
3517,P25502,P15380,0
3518,P25502,P07703,0
3519,P25502,P23561,0
3521,P25502,Q02784,0
3522,P25502,Q04067,0
3523,P25502,Q03750,0
3525,P25502,P25355,0
3530,P25502,Q12250,0
3534,P25502,Q04493,0
3539,P25502,P38694,0
3544,P25502,P40465,0
3545,P25502,Q99219,0
3546,P25502,Q12298,0
3550,P25502,P24870,0
3551,P25502,P32838,0
3552,P25502,Q99260,0
3553,P25502,P43544,0
3554,P25502,Q08273,0
3555,P25502,P52918,0
3560,P25502,P38041,0
3563,P25502,P36144,0
3564,P25502,P53921,0
3565,P25502,P33308,0
3567,P25502,P40302,0
3568,P25502,P43132,0
3572,P25502,Q03407,0
3573,P25502,P42944,0
3578,P25502,Q02725,0
3580,P25502,P46680,0
3583,P25502,P53729,0
3587,P25502,Q06102,0
3591,P25502,Q12497,0
3601,P25502,P40479,0
3608,P25502,P04911,0
3610,P25502,P32496,0
3611,P25502,Q03776,0
3612,P25502,P53968,0
3615,P25502,P21242,0
3621,P25502,Q12692,0
3622,P25502,P41920,0
3624,P25502,Q04902,0
3625,P25502,P18634,0
3627,P25502,Q12253,0
3631,P25502,Q04226,0
3634,P25502,P12612,0
3635,P25502,P47025,0
3637,P25502,P01120,0
3640,P25502,P25349,0
3645,P25502,P14693,0
3647,P25502,P09232,0
3650,P25502,P06838,0
3652,P25502,Q04749,0
3657,P25502,P34167,0
3658,P25502,P13574,0
3660,P25502,P13856,0
3663,P25502,Q03330,0
3665,P25502,Q12380,0
3667,P25502,Q04396,0
3672,P25502,P50111,0
3673,P25502,P32499,0
3675,P25502,Q04511,0
3677,P25502,P41911,0
3680,P25502,P17123,0
3681,P25502,Q04087,0
3683,P25502,Q00916,0
3688,P25502,P22213,0
3691,P25502,P38622,0
3699,P25502,P23291,0
3700,P25502,Q12468,0
3701,P25502,Q12317,0
3702,P25502,P38303,0
3707,P25502,P25586,0
3712,P25502,Q03048,0
3713,P25502,P19073,0
3715,P25502,P25694,0
3716,P25502,P38234,0
3717,P25502,P24280,0
3720,P25502,P39926,0
3723,P25502,Q6Q5K6,0
3724,P25502,Q12215,0
3728,P25502,P38953,0
3729,P25502,Q12233,0
3732,P25502,P25383,0
3734,P25502,P38143,0
3735,P25502,Q04272,0
3736,P25502,P53124,0
3738,P25502,P23285,0
3739,P25502,P48566,0
3741,P25502,P04786,0
3742,P25502,Q99394,0
3744,P25502,P38883,0
3745,P25502,P24868,0
3746,P25502,Q03081,0
3751,P25502,P38725,0
3754,P38880,P17555,0
3763,P38880,P00812,0
3764,P38880,P34730,0
3766,P38880,P41835,0
3783,P38880,P48240,0
3790,P38880,P35817,0
3791,P38880,P38262,0
3795,P38880,Q03954,0
3811,P38880,P38203,0
3812,P38880,P12904,0
3816,P38880,P38744,0
3822,P38880,Q04368,0
3828,P38880,P16649,0
3829,P38880,P53691,0
3840,P38880,P0C0X0,0
3850,P38880,Q12377,0
3852,P38880,Q03981,0
3854,P38880,P52553,0
3865,P38880,P20081,0
3873,P38880,Q99181,0
3876,P38880,Q00582,0
3879,P38880,Q99288,0
3899,P38880,P52286,0
3908,P38880,P47122,0
3914,P38880,Q12020,0
3919,P38880,P52917,0
3921,P38880,P35203,0
3932,P38880,P28000,0
3933,P38880,P08679,0
3941,P38880,P38862,0
3955,P38880,P34164,0
3958,P38880,P53237,0
3961,P38880,Q07622,0
3962,P38880,P07274,0
3974,P38880,P50942,0
3979,P38880,P13902,0
3994,P38880,P23059,0
4003,P38880,P50113,0
4004,P38880,P38074,0
4006,P38880,Q00776,0
4008,P38880,P39105,0
4018,P38880,P38700,0
4019,P38880,P43123,0
4025,P38880,Q12175,0
4029,P38880,P08539,0
4034,P38880,P25555,0
4044,P38880,P36131,0
4045,P38880,P13099,0
4047,P38880,P39551,0
4052,P38880,P04161,0
4058,P38880,P53272,0
4067,P38880,P25575,0
4071,P38880,Q12018,0
4074,P38880,P53343,0
4076,P38880,P40515,0
4085,P38880,Q12242,0
4091,P38880,P43124,0
4092,P38880,P41808,0
4099,P38880,Q12260,0
4102,P38880,P32491,0
4112,P38880,P23287,0
4113,P38880,P38232,0
4122,P38880,P53754,0
4126,P38880,P07703,0
4129,P38880,Q02784,0
4130,P38880,Q04067,0
4131,P38880,Q03750,0
4132,P38880,P25583,0
4138,P38880,Q12250,0
4142,P38880,Q04493,0
4147,P38880,P38694,0
4152,P38880,P40465,0
4153,P38880,Q99219,0
4158,P38880,P24870,0
4159,P38880,P32838,0
4162,P38880,Q12513,0
4172,P38880,P36144,0
4174,P38880,P33308,0
4176,P38880,P40302,0
4181,P38880,Q03407,0
4182,P38880,P42944,0
4186,P38880,P53147,0
4189,P38880,P46680,0
4200,P38880,Q12497,0
4217,P38880,P04911,0
4219,P38880,P32496,0
4221,P38880,P53968,0
4224,P38880,P21242,0
4230,P38880,Q12692,0
4231,P38880,P41920,0
4234,P38880,P18634,0
4243,P38880,P12612,0
4254,P38880,P14693,0
4261,P38880,Q04749,0
4266,P38880,P34167,0
4267,P38880,P13574,0
4276,P38880,Q04396,0
4284,P38880,Q04511,0
4286,P38880,P41911,0
4300,P38880,P38622,0
4303,P38880,P32473,0
4309,P38880,Q12468,0
4310,P38880,Q12317,0
4321,P38880,Q03048,0
4324,P38880,P25694,0
4326,P38880,P24280,0
4329,P38880,P39926,0
4331,P38880,P07262,0
4332,P38880,Q6Q5K6,0
4338,P38880,Q12233,0
4341,P38880,P25383,0
4347,P38880,P23285,0
4348,P38880,P48566,0
4354,P38880,P24868,0
4355,P38880,Q03081,0
4358,P38880,P41833,0
4971,Q02754,P17555,0
4980,Q02754,P00812,0
4981,Q02754,P34730,0
4983,Q02754,P41835,0
5000,Q02754,P48240,0
5007,Q02754,P35817,0
5008,Q02754,P38262,0
5012,Q02754,Q03954,0
5028,Q02754,P38203,0
5029,Q02754,P12904,0
5033,Q02754,P38744,0
5039,Q02754,Q04368,0
5045,Q02754,P16649,0
5046,Q02754,P53691,0
5057,Q02754,P0C0X0,0
5067,Q02754,Q12377,0
5069,Q02754,Q03981,0
5071,Q02754,P52553,0
5082,Q02754,P20081,0
5090,Q02754,Q99181,0
5093,Q02754,Q00582,0
5096,Q02754,Q99288,0
5116,Q02754,P52286,0
5125,Q02754,P47122,0
5131,Q02754,Q12020,0
5136,Q02754,P52917,0
5138,Q02754,P35203,0
5149,Q02754,P28000,0
5150,Q02754,P08679,0
5158,Q02754,P38862,0
5172,Q02754,P34164,0
5175,Q02754,P53237,0
5178,Q02754,Q07622,0
5179,Q02754,P07274,0
5191,Q02754,P50942,0
5196,Q02754,P13902,0
5211,Q02754,P23059,0
5220,Q02754,P50113,0
5221,Q02754,P38074,0
5223,Q02754,Q00776,0
5225,Q02754,P39105,0
5235,Q02754,P38700,0
5236,Q02754,P43123,0
5242,Q02754,Q12175,0
5246,Q02754,P08539,0
5251,Q02754,P25555,0
5261,Q02754,P36131,0
5262,Q02754,P13099,0
5264,Q02754,P39551,0
5269,Q02754,P04161,0
5275,Q02754,P53272,0
5284,Q02754,P25575,0
5288,Q02754,Q12018,0
5291,Q02754,P53343,0
5293,Q02754,P40515,0
5302,Q02754,Q12242,0
5308,Q02754,P43124,0
5309,Q02754,P41808,0
5316,Q02754,Q12260,0
5319,Q02754,P32491,0
5329,Q02754,P23287,0
5330,Q02754,P38232,0
5339,Q02754,P53754,0
5343,Q02754,P07703,0
5346,Q02754,Q02784,0
5347,Q02754,Q04067,0
5348,Q02754,Q03750,0
5349,Q02754,P25583,0
5355,Q02754,Q12250,0
5359,Q02754,Q04493,0
5364,Q02754,P38694,0
5369,Q02754,P40465,0
5370,Q02754,Q99219,0
5375,Q02754,P24870,0
5376,Q02754,P32838,0
5379,Q02754,Q12513,0
5389,Q02754,P36144,0
5391,Q02754,P33308,0
5393,Q02754,P40302,0
5398,Q02754,Q03407,0
5399,Q02754,P42944,0
5403,Q02754,P53147,0
5406,Q02754,P46680,0
5417,Q02754,Q12497,0
5434,Q02754,P04911,0
5436,Q02754,P32496,0
5438,Q02754,P53968,0
5441,Q02754,P21242,0
5447,Q02754,Q12692,0
5448,Q02754,P41920,0
5451,Q02754,P18634,0
5460,Q02754,P12612,0
5471,Q02754,P14693,0
5478,Q02754,Q04749,0
5483,Q02754,P34167,0
5484,Q02754,P13574,0
5493,Q02754,Q04396,0
5501,Q02754,Q04511,0
5503,Q02754,P41911,0
5517,Q02754,P38622,0
5520,Q02754,P32473,0
5526,Q02754,Q12468,0
5527,Q02754,Q12317,0
5538,Q02754,Q03048,0
5541,Q02754,P25694,0
5543,Q02754,P24280,0
5546,Q02754,P39926,0
5548,Q02754,P07262,0
5549,Q02754,Q6Q5K6,0
5555,Q02754,Q12233,0
5558,Q02754,P25383,0
5564,Q02754,P23285,0
5565,Q02754,P48566,0
5571,Q02754,P24868,0
5572,Q02754,Q03081,0
5575,Q02754,P41833,0
5616,P23202,P35817,0
5642,P23202,P38744,0
5646,P23202,Q03435,0
5647,P23202,P39946,0
5648,P23202,Q04368,0
5654,P23202,P16649,0
5655,P23202,P53691,0
5662,P23202,P36118,0
5671,P23202,P43619,0
5678,P23202,Q03981,0
5702,P23202,Q00582,0
5723,P23202,P38751,0
5729,P23202,P32500,0
5745,P23202,P52917,0
5747,P23202,P35203,0
5758,P23202,P28000,0
5759,P23202,P08679,0
5784,P23202,P53237,0
5800,P23202,P50942,0
5819,P23202,P39729,0
5845,P23202,P43123,0
5849,P23202,P21243,0
5855,P23202,P08539,0
5884,P23202,P53272,0
5900,P23202,P53343,0
5902,P23202,P40515,0
5917,P23202,P43124,0
5918,P23202,P41808,0
5927,P23202,P32491,0
5937,P23202,P38232,0
5938,P23202,P32385,0
5950,P23202,P07703,0
5954,P23202,Q04067,0
5955,P23202,Q03750,0
5956,P23202,P25583,0
5966,P23202,Q04493,0
5976,P23202,P40465,0
5986,P23202,Q12513,0
5996,P23202,P36144,0
6001,P23202,P43132,0
6005,P23202,Q03407,0
6006,P23202,P42944,0
6011,P23202,Q02725,0
6016,P23202,P53729,0
6024,P23202,Q12497,0
6045,P23202,P53968,0
6048,P23202,P21242,0
6058,P23202,P18634,0
6060,P23202,Q12253,0
6080,P23202,P09232,0
6090,P23202,P34167,0
6096,P23202,Q03330,0
6108,P23202,Q04511,0
6110,P23202,P41911,0
6133,P23202,Q12468,0
6134,P23202,Q12317,0
6156,P23202,Q6Q5K6,0
6157,P23202,Q12215,0
6168,P23202,Q04272,0
6171,P23202,P23285,0
6172,P23202,P48566,0
6182,P23202,P41833,0
6218,P53238,P34730,0
6241,P53238,Q03768,0
6245,P53238,P53958,0
6287,P53238,Q05541,0
6307,P53238,Q04751,0
6334,P53238,P40042,0
6371,P53238,P39008,0
6376,P53238,P39929,0
6404,P53238,P38744,0
6417,P53238,P38270,0
6431,P53238,Q04368,0
6475,P53238,P16649,0
6477,P53238,P53177,0
6503,P53238,Q12246,0
6544,P53238,P40060,0
6547,P53238,P43577,0
6560,P53238,Q03981,0
6588,P53238,Q05787,0
6594,P53238,P39977,0
6611,P53238,P35729,0
6629,P53238,P15705,0
6654,P53238,P53973,0
6668,P53238,P40588,0
6669,P53238,P46943,0
6671,P53238,Q12107,0
6672,P53238,Q00582,0
6709,P53238,P53899,0
6739,P53238,P38697,0
6769,P53238,P40326,0
6778,P53238,P48836,0
6795,P53238,Q04004,0
6800,P53238,P38751,0
6813,P53238,Q12493,0
6814,P53238,P38268,0
6819,P53238,P38165,0
6821,P53238,P34237,0
6880,P53238,P40581,0
6888,P53238,P47038,0
6906,P53238,P43594,0
6923,P53238,P38176,0
6928,P53238,P52917,0
6983,P53238,P28000,0
6986,P53238,P38740,0
6987,P53238,P54784,0
6996,P53238,P32788,0
7000,P53238,P38716,0
7007,P53238,P40063,0
7012,P53238,P53934,0
7049,P53238,Q12318,0
7075,P53238,P21269,0
7082,P53238,P25044,0
7095,P53238,P53237,0
7130,P53238,P39729,0
7156,P53238,P43123,0
7160,P53238,P21243,0
7166,P53238,P08539,0
7171,P53238,P25555,0
7195,P53238,P53272,0
7211,P53238,P53343,0
7213,P53238,P40515,0
7228,P53238,P43124,0
7250,P53238,P38232,0
7251,P53238,P32385,0
7263,P53238,P07703,0
7267,P53238,Q04067,0
7279,P53238,Q04493,0
7289,P53238,P40465,0
7299,P53238,Q12513,0
7309,P53238,P36144,0
7319,P53238,P42944,0
7329,P53238,P53729,0
7337,P53238,Q12497,0
7361,P53238,P21242,0
7371,P53238,P18634,0
7373,P53238,Q12253,0
7423,P53238,P41911,0
7446,P53238,Q12468,0
7461,P53238,P25694,0
7463,P53238,P24280,0
7469,P53238,Q6Q5K6,0
7470,P53238,Q12215,0
7478,P53238,P25383,0
7484,P53238,P23285,0
7506,P17555,P47976,0
7510,P17555,P35844,0
7520,P17555,P25659,0
7529,P17555,P34730,0
7534,P17555,P03069,0
7552,P17555,Q03768,0
7556,P17555,P53958,0
7562,P17555,P53892,0
7580,P17555,Q05166,0
7591,P17555,P33203,0
7598,P17555,Q05541,0
7603,P17555,P38293,0
7614,P17555,Q01722,0
7618,P17555,Q04751,0
7622,P17555,P40570,0
7638,P17555,P38262,0
7645,P17555,P40042,0
7682,P17555,P39008,0
7697,P17555,Q05899,0
7706,P17555,P40072,0
7715,P17555,P38744,0
7726,P17555,P53769,0
7728,P17555,P38270,0
7737,P17555,Q03435,0
7738,P17555,P39946,0
7740,P17555,P41695,0
7742,P17555,Q04368,0
7750,P17555,P38957,0
7753,P17555,P00127,0
7762,P17555,P34239,0
7770,P17555,P36025,0
7777,P17555,P46997,0
7787,P17555,P16649,0
7789,P17555,P53177,0
7790,P17555,P33327,0
7791,P17555,P36041,0
7797,P17555,P31379,0
7798,P17555,P38767,0
7800,P17555,P46151,0
7815,P17555,Q12246,0
7821,P17555,P38254,0
7826,P17555,P46970,0
7833,P17555,P43619,0
7839,P17555,P47154,0
7852,P17555,Q06001,0
7856,P17555,P40060,0
7860,P17555,P43577,0
7866,P17555,Q12354,0
7873,P17555,Q03981,0
7874,P17555,P25371,0
7896,P17555,P14682,0
7901,P17555,Q05787,0
7906,P17555,Q12321,0
7907,P17555,P39977,0
7926,P17555,Q12199,0
7932,P17555,P33759,0
7935,P17555,Q08492,0
7942,P17555,P15705,0
7943,P17555,P46956,0
7945,P17555,P38842,0
7967,P17555,P38890,0
7968,P17555,P53973,0
7982,P17555,P40588,0
7983,P17555,P46943,0
7986,P17555,Q00582,0
7991,P17555,P40366,0
8007,P17555,P40898,0
8021,P17555,P53270,0
8023,P17555,P53899,0
8030,P17555,P33307,0
8037,P17555,P47158,0
8041,P17555,P47120,0
8053,P17555,P38697,0
8064,P17555,P38195,0
8074,P17555,Q05610,0
8075,P17555,P53721,0
8083,P17555,P40326,0
8102,P17555,Q12277,0
8109,P17555,Q04004,0
8114,P17555,P38751,0
8117,P17555,P38166,0
8128,P17555,P38268,0
8135,P17555,P34237,0
8161,P17555,P53295,0
8164,P17555,Q02772,0
8178,P17555,Q03220,0
8202,P17555,P47038,0
8213,P17555,P46965,0
8220,P17555,P43594,0
8234,P17555,P12709,0
8237,P17555,P38176,0
8241,P17555,P46989,0
8246,P17555,P89886,0
8268,P17555,P37366,0
8282,P17555,Q04964,0
8287,P17555,P38182,0
8297,P17555,P28000,0
8300,P17555,P38740,0
8301,P17555,P54784,0
8302,P17555,P39990,0
8310,P17555,P32788,0
8312,P17555,P53829,0
8314,P17555,P38716,0
8315,P17555,Q12432,0
8326,P17555,P53934,0
8331,P17555,P04824,0
8332,P17555,P40075,0
8344,P17555,P25623,0
8363,P17555,Q12318,0
8373,P17555,P36083,0
8390,P17555,P21269,0
8395,P17555,P46982,0
8397,P17555,P53230,0
8405,P17555,P47042,0
8409,P17555,P53237,0
8420,P17555,Q12489,0
8444,P17555,P39729,0
8470,P17555,P43123,0
8474,P17555,P21243,0
8479,P17555,Q12181,0
8480,P17555,P08539,0
8484,P17555,P23292,0
8509,P17555,P53272,0
8525,P17555,P53343,0
8527,P17555,P40515,0
8543,P17555,P41808,0
8564,P17555,P38232,0
8565,P17555,P32385,0
8577,P17555,P07703,0
8581,P17555,Q04067,0
8582,P17555,Q03750,0
8593,P17555,Q04493,0
8603,P17555,P40465,0
