,interactor_A,interactor_B,label
136704,P08631,Q6I9Y2,0
136706,P08631,Q13227,0
136707,P08631,Q76MU0,0
136708,P08631,Q96BT3,0
136710,P08631,Q13561,0
136711,P08631,P56556,0
136716,P08631,Q6IAA8,0
136717,P08631,Q99612,0
136720,P08631,Q14695,0
136723,P08631,P07858,0
136724,P08631,P19367,0
136727,P08631,P60033,0
136728,P08631,P11021,0
136735,P08631,P60174,0
136737,P08631,O95897,0
136738,P08631,P34932,0
136746,P08631,P11802,0
136751,P08631,P05091,0
136755,P08631,P23246,0
136756,P08631,Q9H0Q3,0
136757,P08631,P61289,0
136758,P08631,Q96A33,0
136760,P08631,P84101,0
136762,P08631,O43504,0
136764,P08631,Q8N5W9,0
136765,P08631,Q9BRR6,0
136771,P08631,O15530,0
136772,P08631,P32969,0
136773,P08631,Q9Y2Z9,0
136775,P08631,Q08945,0
136780,P08631,Q9NQW7,0
136783,P08631,Q86YJ6,0
136786,P08631,Q14240,0
136787,P08631,Q9HCU9,0
136788,P08631,Q9UFN0,0
136790,P08631,Q8WUB8,0
136793,P08631,P00918,0
136800,P08631,Q9BYD3,0
136807,P08631,P30086,0
136811,P08631,P08758,0
136812,P08631,Q9UKM9,0
136813,P08631,P42772,0
136814,P08631,Q02978,0
136815,P08631,Q9NR50,0
136816,P08631,O75558,0
136817,P08631,Q9UI14,0
136819,P08631,Q92879,0
136822,P08631,P22736,0
136823,P08631,Q9HDC9,0
136830,P08631,O95424,0
136833,P08631,P62310,0
136834,P08631,Q9Y333,0
136835,P08631,P69905,0
136837,P08631,P55060,0
136838,P08631,Q9UK76,0
136839,P08631,P62851,0
136841,P08631,P55209,0
136842,P08631,P17600,0
136844,P08631,Q15560,0
136848,P08631,P45378,0
136850,P08631,Q9ULJ1,0
136852,P08631,Q13216,0
136854,P08631,Q96GD4,0
136855,P08631,O75569,0
136859,P08631,Q6IBM8,0
136863,P08631,Q8N8Q3,0
136864,P08631,Q13148,0
136867,P08631,Q9UQ90,0
136868,P08631,P62424,0
136876,P08631,P19404,0
136878,P08631,Q96IZ7,0
136879,P08631,P50616,0
136880,P08631,P61313,0
136883,P08631,Q9NX18,0
136884,P08631,Q8NFZ0,0
136885,P08631,P62820,0
136887,P08631,P49888,0
136890,P08631,Q9UBI1,0
136891,P08631,Q9H0I3,0
136892,P08631,O75078,0
136893,P08631,P55774,0
136901,P08631,P48304,0
136908,P08631,P48643,0
136912,P08631,Q8N6T7,0
136914,P08631,Q96JB5,0
136918,P08631,P25189,0
136920,P08631,O43809,0
136923,P08631,O75607,0
136925,P08631,P22061,0
136927,P08631,P00742,0
136930,P08631,P07737,0
136933,P08631,O95989,0
136936,P08631,Q9UPT9,0
136937,P08631,P00491,0
136938,P08631,O95059,0
136940,P08631,Q96HL8,0
136948,P08631,Q5VU21,0
136949,P08631,Q9NX09,0
136954,P08631,P04843,0
136955,P08631,Q8NC44,0
136958,P08631,Q9H8T0,0
136965,P08631,Q16594,0
136966,P08631,O96013,0
136968,P08631,Q92995,0
136970,P08631,P56282,0
136971,P08631,P14555,0
136973,P08631,Q9BTT6,0
136974,P08631,P17540,0
136977,P08631,P51513,0
136979,P08631,Q6NUQ1,0
136980,P08631,Q99719,0
136981,P08631,Q13190,0
136982,P08631,P13385,0
136984,P08631,P22607,0
136986,P08631,Q15904,0
136987,P08631,P24593,0
136990,P08631,O14543,0
136991,P08631,P13727,0
136992,P08631,Q9UN74,0
136994,P08631,Q8N2I9,0
136997,P08631,P17858,0
137001,P08631,P47736,0
137003,P08631,O60502,0
137005,P08631,Q96AE4,0
137006,P08631,Q9P0W2,0
137008,P08631,Q9UG56,0
137009,P08631,P61513,0
137012,P08631,Q9UMR2,0
137014,P08631,P62306,0
137015,P08631,Q4VC44,0
137017,P08631,Q9H079,0
137020,P08631,P01909,0
137021,P08631,Q9UIM3,0
137022,P08631,Q8IW50,0
137024,P08631,P24666,0
137027,P08631,Q9H8K7,0
137028,P08631,P19387,0
137031,P08631,Q96FE5,0
137032,P08631,P50336,0
137036,P08631,P20338,0
137038,P08631,Q9UNF1,0
137039,P08631,P53779,0
137040,P08631,Q15041,0
137044,P08631,Q9NP72,0
137046,P08631,Q86YD1,0
137052,P08631,P31994,0
137054,P08631,Q9H1D9,0
137055,P08631,Q15910,0
137056,P08631,Q99547,0
137058,P08631,Q9Y6G3,0
137060,P08631,P78560,0
137061,P08631,Q12972,0
137063,P08631,Q86YL7,0
137068,P08631,Q9NUW4,0
137069,P08631,P07305,0
137073,P08631,Q5VV52,0
137075,P08631,Q13765,0
137076,P08631,Q7L099,0
137077,P08631,Q96I34,0
137078,P08631,Q15907,0
137081,P08631,Q8IZ52,0
137084,P08631,P23434,0
137085,P08631,P15090,0
137086,P08631,Q15269,0
137088,P08631,Q9NQX7,0
137089,P08631,Q9H9J2,0
137095,P08631,P57727,0
137097,P08631,P60903,0
137098,P08631,Q11203,0
137100,P08631,Q93045,0
137101,P08631,Q16637,0
137102,P08631,Q12800,0
137103,P08631,Q9UNZ2,0
137104,P08631,P36405,0
137105,P08631,Q9UII2,0
137107,P08631,Q6YP21,0
137109,P08631,Q9NZL4,0
137110,P08631,O75534,0
137111,P08631,Q8NBJ7,0
137113,P08631,P20042,0
137116,P08631,P32121,0
137119,P08631,P50591,0
137121,P08631,P11766,0
137123,P08631,Q96C92,0
137129,P08631,Q9H7E9,0
137134,P08631,P82932,0
137135,P08631,P62308,0
137136,P08631,Q8WXF1,0
137137,P08631,O75381,0
137138,P08631,Q9BYN8,0
137140,P08631,Q9H6J7,0
137142,P08631,P28328,0
137145,P08631,Q9H5I1,0
137146,P08631,P60484,0
137149,P08631,P08133,0
137150,P08631,O95571,0
137151,P08631,Q5SZQ8,0
137152,P08631,Q15758,0
137153,P08631,Q96N11,0
137154,P08631,Q9ULX9,0
137155,P08631,P05231,0
137156,P08631,Q9UHY1,0
137157,P08631,Q13510,0
137159,P08631,Q9Y6Y0,0
137161,P08631,Q9Y230,0
137163,P08631,P30533,0
137165,P08631,P42025,0
137169,P08631,Q96HS1,0
137170,P08631,Q9UH62,0
137171,P08631,P06746,0
137174,P08631,Q6ZRQ5,0
137176,P08631,P62826,0
137177,P08631,Q9Y265,0
137178,P08631,P46778,0
137181,P08631,O00560,0
137184,P08631,P11230,0
137186,P08631,Q9BY11,0
137187,P08631,P61952,0
137188,P08631,Q06609,0
137189,P08631,Q6IAM7,0
137190,P08631,Q6FII1,0
137191,P08631,Q9UBW8,0
137193,P08631,P62328,0
137194,P08631,Q8IVM0,0
137197,P08631,P51159,0
137201,P08631,Q96JF6,0
137203,P08631,O15527,0
137204,P08631,P00505,0
137206,P08631,Q96KB5,0
137207,P08631,Q9H8Y5,0
137208,P08631,P55212,0
137209,P08631,Q16143,0
137211,P08631,Q9NY93,0
137212,P08631,P11172,0
137214,P08631,Q16612,0
137217,P08631,Q13098,0
137218,P08631,O95182,0
137222,P08631,P20366,0
137226,P08631,Q9BSF8,0
137229,P08631,Q8NAV1,0
137235,P08631,P05154,0
137236,P08631,Q13951,0
137238,P08631,Q9UQB8,0
137239,P08631,P25445,0
137240,P08631,P62861,0
137241,P08631,P82933,0
137242,P08631,P45984,0
137244,P08631,Q9BZD4,0
137245,P08631,Q99624,0
137246,P08631,Q9UGY1,0
137250,P08631,P42330,0
137253,P08631,Q9C086,0
137257,P08631,Q9GZN7,0
137258,P08631,Q6ZUH1,0
137264,P08631,P51965,0
137265,P08631,P27635,0
137269,P08631,P55854,0
137270,P08631,P31943,0
137271,P08631,Q99759,0
137272,P08631,Q9BV38,0
137273,P08631,Q9NPA8,0
137274,P08631,Q99685,0
137275,P08631,P20264,0
137276,P08631,Q6IAL2,0
137277,P08631,Q96FC9,0
137281,P08631,A0JLT2,0
137286,P08631,Q9NXK8,0
137288,P08631,P50454,0
137291,P08631,Q9P0N5,0
137293,P08631,Q12929,0
137294,P08631,Q13113,0
137295,P08631,P62879,0
137296,P08631,Q9UKK9,0
137298,P08631,Q00887,0
137299,P08631,P83916,0
137301,P08631,O95831,0
137303,P08631,Q9BTV4,0
137304,P08631,P02774,0
137308,P08631,Q9H0E2,0
137309,P08631,P28340,0
137314,P08631,Q92956,0
137315,P08631,Q8TBE7,0
137316,P08631,Q9UJX4,0
137317,P08631,Q08752,0
137319,P08631,Q14807,0
137323,P08631,O95169,0
137324,P08631,Q15345,0
137329,P08631,Q96EA4,0
137332,P08631,Q6ICP4,0
137334,P08631,Q15397,0
137336,P08631,O75874,0
137337,P08631,Q9GZW8,0
137341,P08631,Q6UW56,0
137344,P08631,Q13724,0
137345,P08631,Q9NPH2,0
137346,P08631,P36575,0
137349,P08631,Q9NTX7,0
137351,P08631,P32942,0
137353,P08631,P13994,0
137354,P08631,Q8N138,0
137358,P08631,Q8TB05,0
137359,P08631,Q53HC5,0
137361,P08631,Q8NA92,0
137363,P08631,P33552,0
137364,P08631,Q9UD71,0
137365,P08631,Q07507,0
137366,P08631,Q15038,0
137367,P08631,O15182,0
137368,P08631,Q9BYD2,0
137369,P08631,O60701,0
137370,P08631,P05408,0
137371,P08631,P22087,0
137372,P08631,Q96M11,0
137373,P08631,Q6PD74,0
137374,P08631,Q7LDG7,0
137376,P08631,Q9NVP1,0
137379,P08631,P09429,0
137381,P08631,P51948,0
137382,P08631,Q9H5Q2,0
137384,P08631,Q99732,0
137386,P08631,P30044,0
137388,P08631,P23490,0
137389,P08631,Q92575,0
137390,P08631,P15882,0
137392,P08631,Q9NUL3,0
137393,P08631,P11464,0
137395,P08631,Q9UMS0,0
137396,P08631,Q99595,0
137397,P08631,Q69YN2,0
137403,P08631,P04156,0
137404,P08631,Q96SI1,0
137406,P08631,Q9H0E4,0
137408,P08631,Q969H8,0
137412,P08631,P04181,0
137413,P08631,P19388,0
137414,P08631,Q9NZM5,0
137416,P08631,Q02363,0
137419,P08631,Q9UBL3,0
137421,P08631,Q9Y295,0
137422,P08631,Q96L34,0
137425,P08631,P51884,0
137426,P08631,Q06830,0
137427,P08631,Q00536,0
137428,P08631,Q9Y2V2,0
137429,P08631,P32780,0
137430,P08631,P17480,0
137431,P08631,Q16864,0
137434,P08631,Q99755,0
137435,P08631,Q9NPH0,0
137438,P08631,P47914,0
137439,P08631,Q8N9T8,0
137440,P08631,P05305,0
137443,P08631,Q9UNK0,0
137444,P08631,Q9HBT7,0
137446,P08631,P46783,0
137449,P08631,P22314,0
137450,P08631,Q8TCE6,0
137452,P08631,P49448,0
137453,P08631,Q9NX58,0
137454,P08631,Q9H6F5,0
137455,P08631,P51784,0
137456,P08631,Q9HD15,0
137457,P08631,P13798,0
137458,P08631,Q53HC0,0
137459,P08631,Q99519,0
137462,P08631,Q86YJ7,0
137463,P08631,P60900,0
137465,P08631,Q9NVE7,0
137466,P08631,P51397,0
137467,P08631,O95760,0
137468,P08631,Q9UK32,0
137469,P08631,P26447,0
137473,P08631,P00390,0
137475,P08631,Q9Y4R8,0
137476,P08631,O14777,0
137478,P08631,Q9GZP4,0
137481,P08631,P06396,0
137483,P08631,O60315,0
137484,P08631,Q9H1E3,0
137486,P08631,Q13794,0
137487,P08631,Q8TBC4,0
137489,P08631,P11166,0
137490,P08631,P17024,0
137491,P08631,Q96MC5,0
137494,P08631,Q9Y483,0
137495,P08631,P49771,0
137496,P08631,Q6IBS0,0
137497,P08631,P68400,0
137498,P08631,Q9NWR8,0
137499,P08631,P05026,0
137500,P08631,P53041,0
137502,P08631,Q9H095,0
137507,P08631,Q16635,0
137508,P08631,P07108,0
137511,P08631,Q9BVJ7,0
137513,P08631,P63272,0
137514,P08631,Q9HB65,0
137515,P08631,P17097,0
137516,P08631,Q9H8M7,0
137518,P08631,Q9BPX5,0
137519,P08631,O95361,0
137520,P08631,P32249,0
137521,P08631,Q9NPJ4,0
137522,P08631,P37198,0
137524,P08631,O95741,0
137527,P08631,O95563,0
137529,P08631,P61077,0
137531,P08631,Q14761,0
137533,P08631,Q9BPU6,0
137537,P08631,P29350,0
137538,P08631,Q7Z4K8,0
137539,P08631,Q9H4T2,0
137540,P08631,Q9GZU1,0
137542,P08631,Q9Y508,0
137543,P08631,P16152,0
137547,P08631,P17152,0
137548,P08631,Q15843,0
137550,P08631,P17936,0
137551,P08631,O60543,0
137553,P08631,P26885,0
137555,P08631,Q8NCC3,0
137556,P08631,Q15390,0
137557,P08631,P47929,0
137558,P08631,Q9Y6V7,0
137559,P08631,Q9NWZ3,0
137561,P08631,Q9H5F2,0
137564,P08631,Q93077,0
137566,P08631,Q92598,0
137567,P08631,Q92535,0
137568,P08631,P27824,0
137569,P08631,Q52M93,0
137571,P08631,Q6FI91,0
137574,P08631,P63279,0
137575,P08631,Q969U7,0
137577,P08631,P20674,0
137579,P08631,Q3B820,0
137580,P08631,P58340,0
137581,P08631,P34913,0
137584,P08631,P23921,0
139422,Q9H8U3,P63272,0
140629,Q6ZN04,P08758,0
140656,Q6ZN04,Q9UK76,0
140736,Q6ZN04,P25189,0
140745,Q6ZN04,P00742,0
140817,Q6ZN04,Q75KN0,0
140849,Q6ZN04,Q96FE5,0
140858,Q6ZN04,Q15041,0
140929,Q6ZN04,Q8NBJ7,0
140979,Q6ZN04,Q9Y230,0
140992,Q6ZN04,Q6ZRQ5,0
141121,Q6ZN04,Q9BTV4,0
141257,Q6ZN04,Q8N9T8,0
141331,Q6ZN04,P63272,0
141396,Q6ZN04,Q3B820,0
146673,Q96JG8,P63272,0
146872,Q8NCG7,Q96A33,0
146907,Q8NCG7,P00918,0
146925,Q8NCG7,P08758,0
146936,Q8NCG7,P22736,0
146937,Q8NCG7,Q9HDC9,0
146952,Q8NCG7,Q9UK76,0
146966,Q8NCG7,Q13216,0
147032,Q8NCG7,P25189,0
147064,Q8NCG7,P78314,0
147100,Q8NCG7,Q15904,0
147113,Q8NCG7,Q75KN0,0
147145,Q8NCG7,Q96FE5,0
147154,Q8NCG7,Q15041,0
147177,Q8NCG7,Q86YL7,0
147200,Q8NCG7,Q15269,0
147225,Q8NCG7,Q8NBJ7,0
147263,Q8NCG7,P08133,0
147267,Q8NCG7,Q96N11,0
147275,Q8NCG7,Q9Y230,0
147288,Q8NCG7,Q6ZRQ5,0
147315,Q8NCG7,Q96JF6,0
147367,Q8NCG7,Q9C086,0
147379,Q8NCG7,P27635,0
147389,Q8NCG7,P20264,0
147400,Q8NCG7,Q9NXK8,0
147417,Q8NCG7,Q9BTV4,0
147473,Q8NCG7,Q53HC5,0
147483,Q8NCG7,O60701,0
147488,Q8NCG7,Q7LDG7,0
147492,Q8NCG7,P50570,0
147503,Q8NCG7,Q92575,0
147511,Q8NCG7,Q69YN2,0
147539,Q8NCG7,P51884,0
147553,Q8NCG7,Q8N9T8,0
147566,Q8NCG7,P49448,0
147582,Q8NCG7,Q9UK32,0
147590,Q8NCG7,O14777,0
147592,Q8NCG7,Q9GZP4,0
147595,Q8NCG7,P06396,0
147598,Q8NCG7,Q9H1E3,0
147627,Q8NCG7,P63272,0
147634,Q8NCG7,P32249,0
147638,Q8NCG7,O95741,0
147643,Q8NCG7,P61077,0
147652,Q8NCG7,Q7Z4K8,0
147656,Q8NCG7,Q9Y508,0
147657,Q8NCG7,P16152,0
147662,Q8NCG7,Q15843,0
147673,Q8NCG7,Q9NWZ3,0
147677,Q8NCG7,P49441,0
147693,Q8NCG7,Q3B820,0
148065,O75380,Q75KN0,0
148580,O75380,P63272,0
150349,P57060,P08758,0
150376,P57060,Q9UK76,0
150456,P57060,P25189,0
150537,P57060,Q75KN0,0
150569,P57060,Q96FE5,0
150578,P57060,Q15041,0
150649,P57060,Q8NBJ7,0
150699,P57060,Q9Y230,0
150712,P57060,Q6ZRQ5,0
150841,P57060,Q9BTV4,0
150977,P57060,Q8N9T8,0
150987,P57060,P22314,0
151046,P57060,P07108,0
151051,P57060,P63272,0
151106,P57060,P27824,0
151117,P57060,Q3B820,0
151998,Q9BYC9,P63272,0
152948,P25788,P63272,0
153901,Q9NP59,P63272,0
155093,P07900,P58215,0
155389,P07900,Q9BPY3,0
155458,P07900,O95219,0
155508,P07900,P08758,0
155718,P07900,P16403,0
155889,P07900,Q96FE5,0
155898,P07900,Q15041,0
155969,P07900,Q8NBJ7,0
156019,P07900,Q9Y230,0
156032,P07900,Q6ZRQ5,0
156161,P07900,Q9BTV4,0
156371,P07900,P63272,0
156437,P07900,Q3B820,0
160730,Q15528,P63272,0
161929,Q9H8H0,P08758,0
162117,Q9H8H0,Q75KN0,0
162150,Q9H8H0,Q96FE5,0
162159,Q9H8H0,Q15041,0
162230,Q9H8H0,Q8NBJ7,0
162280,Q9H8H0,Q9Y230,0
162293,Q9H8H0,Q6ZRQ5,0
162422,Q9H8H0,Q9BTV4,0
162632,Q9H8H0,P63272,0
166038,Q9P244,P63272,0
168491,Q02543,P63272,0
174314,Q9C026,P63272,0
174746,Q96LX7,Q75KN0,0
175261,Q96LX7,P63272,0
175463,Q969H0,P60520,0
175547,Q969H0,Q13216,0
175613,Q969H0,P25189,0
175622,Q969H0,P00742,0
175694,Q969H0,Q75KN0,0
175772,Q969H0,Q15907,0
175900,Q969H0,Q16143,0
175966,Q969H0,P20264,0
175977,Q969H0,Q9NXK8,0
176116,Q969H0,P51884,0
176130,Q969H0,Q8N9T8,0
176135,Q969H0,Q9HBT7,0
176140,Q969H0,P22314,0
176148,Q969H0,P13798,0
176159,Q969H0,Q9UK32,0
176191,Q969H0,P53041,0
176199,Q969H0,P07108,0
176209,Q969H0,Q9BPX5,0
176211,Q969H0,P32249,0
176220,Q969H0,P61077,0
176228,Q969H0,P29350,0
176234,Q969H0,P16152,0
176255,Q969H0,Q93077,0
176259,Q969H0,P27824,0
176270,Q969H0,Q3B820,0
177135,O75674,P63272,0
179268,O95704,P08758,0
179384,O95704,P00742,0
179456,O95704,Q75KN0,0
179489,O95704,Q96FE5,0
179497,O95704,Q15041,0
179568,O95704,Q8NBJ7,0
179618,O95704,Q9Y230,0
