,interactor_A,interactor_B,label
1588,Q92743,Q92743,1
1590,O15394,O15394,1
1599,O14920,O14920,1
1602,P07900,P07900,1
1617,P01137,P01137,1
1620,P48023,P48023,1
1629,Q13426,Q13426,1
1645,O75581,O75581,1
1646,Q92843,Q92843,1
1652,Q9Y3Z3,Q9Y3Z3,1
1653,P49959,P49959,1
1654,Q9NZD2,Q9NZD2,1
1658,P20711,P20711,1
1659,P07333,P07333,1
1660,P09603,P09603,1
1664,Q9UDY8,Q9UDY8,1
1667,O15379,O15379,1
1669,O00180,O00180,1
1683,Q15233,Q15233,1
1688,P29144,P29144,1
1690,Q9Y6D9,Q9Y6D9,1
1692,P21549,P21549,1
1693,P06727,P06727,1
1702,P02533,P02533,1
1703,Q86WV6,Q86WV6,1
1706,Q9Y230,Q9Y230,1
1718,Q15223,Q15223,1
1721,Q96NY8,Q96NY8,1
1729,P12081,P12081,1
1733,Q16820,Q16820,1
1742,O14744,O14744,1
1744,P84243,P84243,1
1758,P35221,P35221,1
1770,Q8NHV1,Q8NHV1,1
1771,O14746,O14746,1
1782,Q9BUL8,Q9BUL8,1
1784,Q8IUX4,Q8IUX4,1
1791,O95822,O95822,1
1795,P54764,P54764,1
1803,Q9BY67,Q9BY67,1
1809,Q13188,Q13188,1
1815,P49591,P49591,1
1824,P13674,P13674,1
1825,Q06141,Q06141,1
1827,Q9NWZ3,Q9NWZ3,1
1838,Q9UHB9,Q9UHB9,1
1852,O00444,O00444,1
1853,Q9NQG5,Q9NQG5,1
1864,Q9UGM1,Q9UGM1,1
1872,Q9BVA6,Q9BVA6,1
1879,P54577,P54577,1
1881,P11226,P11226,1
1885,Q9UM07,Q9UM07,1
1888,Q6IQ20,Q6IQ20,1
1893,Q6P988,Q6P988,1
1903,O75762,O75762,1
1908,P30048,P30048,1
1909,P31941,P31941,1
1911,Q9Y5R6,Q9Y5R6,1
1912,P01138,P01138,1
1921,P30203,P30203,1
1922,Q13740,Q13740,1
1925,O43173,O43173,1
1929,Q9H7M9,Q9H7M9,1
1930,Q9NZU0,Q9NZU0,1
1938,O76003,O76003,1
1940,Q06278,Q06278,1
1947,O75044,O75044,1
1963,Q00613,Q00613,1
1992,Q12933,Q12933,1
1996,P01730,P01730,1
2002,P11498,P11498,1
2011,P02741,P02741,1
2014,Q12860,Q12860,1
2015,P0DML2,P0DML2,1
2016,P02776,P02776,1
2017,P48061,P48061,1
2018,O75144,O75144,1
2038,A9UHW6,A9UHW6,1
2040,Q14493,Q14493,1
2044,Q15661,Q15661,1
2045,Q99767,Q99767,1
2050,O94811,O94811,1
2051,O94759,O94759,1
2053,O75311,O75311,1
2054,Q9UJY5,Q9UJY5,1
2055,Q9UJY4,Q9UJY4,1
2056,Q9NZ52,Q9NZ52,1
2059,Q8IWA4,Q8IWA4,1
2061,P30044,P30044,1
2063,O43347,O43347,1
2064,Q96DH6,Q96DH6,1
2068,O75509,O75509,1
2069,Q9H3H5,Q9H3H5,1
2070,Q16836,Q16836,1
2071,O15382,O15382,1
2073,P57789,P57789,1
2074,P04792,P04792,1
2076,P38936,P38936,1
2077,P68431,P68431,1
2079,Q03591,Q03591,1
2080,P49765,P49765,1
2081,O00429,O00429,1
2084,Q9BXR6,Q9BXR6,1
2085,P36980,P36980,1
2086,P83110,P83110,1
2088,P08603,P08603,1
2090,P53673,P53673,1
2100,Q9NQG7,Q9NQG7,1
2102,Q8IVH4,Q8IVH4,1
2103,P22033,P22033,1
2106,Q86U28,Q86U28,1
2107,Q9NRF8,Q9NRF8,1
2111,P53396,P53396,1
2112,P35637,P35637,1
2114,Q969X0,Q969X0,1
2115,O60701,O60701,1
2116,P51692,P51692,1
2117,Q15582,Q15582,1
2118,P83105,P83105,1
2123,P20783,P20783,1
2124,P34130,P34130,1
2125,P52823,P52823,1
2127,O75907,O75907,1
2136,O14649,O14649,1
2139,O60502,O60502,1
2140,P81605,P81605,1
2141,O60220,O60220,1
2142,Q15599,Q15599,1
2143,P11836,P11836,1
2148,Q9BYF1,Q9BYF1,1
2149,Q9H9S5,Q9H9S5,1
2150,P40198,P40198,1
2151,Q04837,Q04837,1
2152,P60508,P60508,1
2153,Q9UQF0,Q9UQF0,1
2156,Q9BWP8,Q9BWP8,1
2159,P06850,P06850,1
2160,P35638,P35638,1
2161,P53567,P53567,1
2162,Q15744,Q15744,1
2163,O43889,O43889,1
2164,Q10586,Q10586,1
2166,P01100,P01100,1
2167,Q16520,Q16520,1
2168,Q9NR55,Q9NR55,1
2169,Q9ULX9,Q9ULX9,1
2170,Q9Y4A8,Q9Y4A8,1
2198,P15336,P15336,1
2233,Q13283,Q13283,1
2234,P40199,P40199,1
2235,P31997,P31997,1
2236,P13688,P13688,1
2250,P25942,P25942,1
2252,P43489,P43489,1
2253,P28908,P28908,1
2255,Q8N3R9,Q8N3R9,1
2256,Q99732,Q99732,1
2257,Q14416,Q14416,1
2258,P01024,P01024,1
2259,P62937,P62937,1
2260,P43005,P43005,1
2262,Q9H313,Q9H313,1
2263,Q9BSA4,Q9BSA4,1
2264,Q9C0H2,Q9C0H2,1
2265,P48163,P48163,1
2266,P40925,P40925,1
2267,Q99988,Q99988,1
2268,Q15762,Q15762,1
2272,P80511,P80511,1
2274,Q9BXJ0,Q9BXJ0,1
2275,Q86T13,Q86T13,1
2276,Q8IYB8,Q8IYB8,1
2277,Q8TCS8,Q8TCS8,1
2278,O43586,O43586,1
2282,O60341,O60341,1
2286,O75027,O75027,1
2287,Q9NRK6,Q9NRK6,1
2288,O94901,O94901,1
2289,O95825,O95825,1
2291,Q05193,Q99961,1
2292,Q92558,P00519,1
2293,Q9Y6I3,Q8NFH8,1
2294,P10398,P27986,1
2298,Q15365,P11940,1
2299,P11940,Q15366,1
2300,Q14192,P49810,1
2301,Q9GZV5,Q01196,1
2302,P0CG48,Q15034,1
2303,Q15365,Q12771,1
2304,Q12771,Q15366,1
2306,P30626,P49810,1
2307,Q9UMX0,P49768,1
2308,Q9UMX0,P49810,1
2309,Q9Y297,P63208,1
2310,P11940,O43432,1
2311,P49810,Q99828,1
2314,O94875,O43426,1
2315,O43426,Q99962,1
2316,P62136,P06400,1
2318,P55210,P98170,1
2319,P98170,P42574,1
2320,Q99523,Q9UJY4,1
2328,P35609,P22459,1
2330,P19634,P31946,1
2331,P07948,P29353,1
2332,P06241,Q07666,1
2333,P06241,P29353,1
2334,P07948,Q07666,1
2335,Q15311,Q96CW1,1
2339,P14678,Q16637,1
2340,O14893,Q16637,1
2341,P62308,Q16637,1
2342,P22087,Q16637,1
2343,Q16637,Q9NY12,1
2344,P57678,P14678,1
2345,Q9UHI6,P57678,1
2349,P48552,Q04917,1
2350,O60516,P06730,1
2353,Q07817,Q92934,1
2354,P32121,Q00987,1
2355,P31946,Q15569,1
2356,P19438,Q15628,1
2357,Q16611,P21796,1
2359,Q92851,Q14790,1
2360,Q14790,Q13158,1
2361,P60953,P27986,1
2362,Q13153,P60953,1
2363,P19525,P60953,1
2365,P09769,P42768,1
2366,P16333,P42768,1
2367,P42768,P06241,1
2368,Q9UQF2,P05067,1
2370,P15863,P50221,1
2371,P23760,P50222,1
2372,Q16637,Q92882,1
2374,P06241,O15117,1
2375,Q13094,O15117,1
2377,O43679,Q9NVW2,1
2378,P17302,P41240,1
2379,P46934,P37088,1
2380,P46934,P51170,1
2381,Q8IUQ4,Q9HB71,1
2382,Q99961,Q96B97,1
2383,Q96B97,Q99963,1
2384,Q9UK41,P0CG48,1
2385,P0CG48,Q99816,1
2386,P05412,Q9NR30,1
2387,P15153,P52566,1
2388,P35241,P10911,1
2389,P35241,P52565,1
2390,Q9UBU9,Q92973,1
2391,P78406,Q9UBU9,1
2392,P37198,Q9UBU9,1
2393,Q9UBU9,Q9BUJ2,1
2395,P24864,Q969H0,1
2396,P60953,Q15642,1
2397,Q9UNS2,P05107,1
2399,P42768,O15143,1
2400,O00401,O15143,1
2402,P48729,P52294,1
2403,P25490,Q8IY57,1
2404,P49427,Q9Y297,1
2405,Q96S59,P08581,1
2406,P51178,P21980,1
2409,P14921,P28069,1
2410,P55211,P98170,1
2411,Q9UQC2,P29353,1
2412,P04792,P43320,1
2413,P02489,P04792,1
2414,P68400,Q13526,1
2415,P00533,Q13322,1
2417,Q03135,P01112,1
2419,P15173,P11831,1
2420,P11831,P15172,1
2421,P17676,Q13485,1
2422,P84022,P17676,1
2423,P49815,P31947,1
2424,P31946,P49815,1
2425,P62258,P49815,1
2426,P49815,Q04917,1
2427,P27348,P49815,1
2428,O15530,P27348,1
2429,O43586,P06729,1
2432,P42338,P27348,1
2433,P50281,Q07021,1
2434,P63104,Q9P0K1,1
2435,Q04917,Q03431,1
2436,O14649,P31946,1
2439,P54274,Q96BK5,1
2441,P84022,P12755,1
2442,P54253,P63104,1
2443,P54253,P62258,1
2445,Q01113,P63104,1
2448,Q16890,P31946,1
2449,Q16890,P63104,1
2455,O43593,P11473,1
2457,P30305,P63104,1
2459,P62807,O15315,1
2460,P07305,O15315,1
2461,P68431,O15315,1
2462,O15315,P62805,1
2472,Q53QZ3,P63000,1
2473,Q07812,Q8IVG9,1
2474,Q00597,P06493,1
2477,O14602,O60841,1
2479,P84022,O95405,1
2481,P12956,P13010,1
2483,P42345,P62942,1
2484,P62826,Q92973,1
2486,P21802,P05230,1
2487,P61586,Q16512,1
2491,Q12933,Q15628,1
2492,P48736,P01112,1
2495,P24941,Q16667,1
2498,Q9UBU9,Q9UKK6,1
2499,Q9NQB0,P35222,1
2501,P19878,P63000,1
2502,Q16254,Q14188,1
2507,B1PKZ2,P61769,1
2509,P61769,P10321,1
2512,P01861,P01834,1
2514,P06396,P68133,1
2518,P55899,P61769,1
2522,P01857,P01834,1
2523,P01909,P01920,1
2532,P02774,P68133,1
2539,P0CG04,P01709,1
2541,P01772,P0CG04,1
2550,P19793,P10828,1
2564,P69905,P69892,1
2566,P01857,P01709,1
2569,P61024,P24941,1
2572,P01106,P61244,1
2579,P0CG04,P01857,1
2583,P13987,P00533,1
2584,Q99933,P50502,1
2585,P18084,Q12929,1
2586,P05106,Q12929,1
2587,P05106,Q9UBP9,1
2588,P26010,Q9UBP9,1
2589,P05106,Q9UQF2,1
2590,P14653,P40424,1
2591,Q8IZP0,Q9Y2A7,1
2596,P33151,P29353,1
2597,Q02078,P56524,1
2598,P17676,P17096,1
2600,P04637,Q8NHY2,1
2601,Q02447,Q06546,1
2602,Q9Y297,P30304,1
2603,Q9NP98,O15273,1
2604,P17612,Q04206,1
2605,Q9Y5N6,P49736,1
2606,P49736,P25205,1
2607,O43929,P33993,1
2608,P33992,P25205,1
2609,Q9Y5N6,Q14566,1
2610,Q7L590,O43929,1
2611,Q9UBD5,O43913,1
2612,Q9Y5N6,P33991,1
2613,Q7L590,O75419,1
2614,Q7L590,P49736,1
2615,P49736,Q13416,1
2616,Q7L590,Q14566,1
2617,P49736,P33992,1
2618,Q13416,Q7L590,1
2619,O43913,O75419,1
2620,P49736,Q00534,1
2621,Q9Y5N6,O00311,1
2622,O43929,P24385,1
2623,Q9UBD5,O75419,1
2624,Q7L590,O00311,1
2625,P25205,O43913,1
2626,Q7L590,P25205,1
2627,P25205,O43929,1
2628,Q7L590,P30281,1
2629,Q13416,Q99741,1
2630,P49736,O95067,1
2631,Q7L590,Q99741,1
2632,Q7L590,P24385,1
2633,Q9Y5N6,Q9UBD5,1
2634,Q7L590,P33993,1
2635,Q9UBD5,O96020,1
2636,P49736,P33993,1
2637,P33993,Q9UBD5,1
2638,P49736,O43913,1
2639,O43913,O43929,1
2640,P49736,Q99741,1
2641,Q14566,P78396,1
2642,P42771,O75496,1
2643,Q9UBD5,P33992,1
2644,P42771,O43929,1
2645,O43929,Q9UBD5,1
2646,O43913,P33992,1
2647,Q13416,O43913,1
2648,Q7L590,Q00534,1
2649,P38936,P30281,1
2650,Q14566,O75496,1
2651,Q99741,O43913,1
2652,Q9UBD5,Q99741,1
2653,Q99741,Q9Y5N6,1
2654,Q9UBD5,Q7L590,1
2655,Q9Y5N6,P33993,1
2656,P24941,O96020,1
2657,P42771,Q99741,1
2658,P11802,P30281,1
2659,P11802,P49736,1
2660,Q00534,P30281,1
2661,P38936,O96020,1
2662,P42771,O43913,1
2663,P38936,O75419,1
2664,P38936,Q99741,1
2665,P38936,O00311,1
2666,O00311,O43913,1
2667,P42771,O75419,1
2668,P38936,P24385,1
2669,P42771,O00311,1
2670,P49736,P42771,1
2671,Q00534,P24385,1
2672,P33993,P33992,1
2673,P42771,Q7L590,1
2674,P25205,O00311,1
2675,P38936,Q00534,1
2676,Q13416,O43929,1
2677,P38936,O95067,1
2678,Q13416,P24941,1
2679,P42771,P33992,1
2680,Q99741,Q9H211,1
2681,P38936,P11802,1
2682,P33991,P33993,1
2683,P25205,Q99741,1
2684,P24941,O95067,1
2685,P38936,P78396,1
2686,P33991,P78396,1
2687,Q13416,Q9H211,1
2688,P25205,P24941,1
2689,P38936,O75496,1
2690,P38936,Q7L590,1
2691,O00311,P11802,1
2692,P25205,Q14566,1
2693,Q96S59,P05107,1
2696,P40424,P40425,1
2697,P0CG48,Q13501,1
2700,P0CG48,O75886,1
2701,P12931,P01112,1
2703,P84077,Q99418,1
2799,Q9Y6C7,P03372,1
2800,P04637,P63279,1
2801,P30281,Q9UBQ5,1
2802,P04040,Q06124,1
2805,Q13627,P62258,1
2806,Q13057,P23443,1
2809,O95751,O75346,1
2810,O60880,O15117,1
2811,Q14318,Q07817,1
2812,Q9Y275,O14836,1
2815,P14174,Q92905,1
2816,P03950,P35609,1
2817,P10415,P63098,1
2818,O14745,P26038,1
2822,Q9Y3F4,Q8WXD5,1
2823,P14678,Q9Y3F4,1
2824,Q9Y3F4,P62316,1
2825,P62318,Q9Y3F4,1
2826,P62304,Q9Y3F4,1
2827,Q92905,P10599,1
2828,O00623,P40855,1
2829,O43808,P40855,1
2830,P28288,P40855,1
2831,P40855,Q9UBJ2,1
2832,P14598,Q04206,1
2833,P60953,Q07960,1
2834,Q9BUJ2,P04637,1
2839,Q13291,O60880,1
2846,Q9H2X6,P04637,1
2847,Q04724,Q9H2X6,1
2850,Q05193,Q9Y5X1,1
2851,P50570,Q9Y5X1,1
2852,Q96PU4,P24941,1
2853,Q86X95,Q01081,1
2854,Q9Y463,Q9H0N5,1
2855,Q9Y463,P20823,1
2856,Q96S59,Q9Y463,1
2857,P30153,P62714,1
2860,P42702,P26441,1
2861,P15018,P42702,1
2862,P42702,P13725,1
2863,P40189,P26441,1
2864,P13725,P40189,1
2865,P15018,P40189,1
2867,P46934,O95400,1
2868,Q9Y2W2,O95400,1
2869,Q92530,O95400,1
2870,Q07666,O95400,1
2871,O95400,Q15427,1
2872,O43426,O95400,1
2873,O95400,P23246,1
2874,O95400,P09012,1
2875,Q15182,O95400,1
2876,Q15637,O95400,1
2877,Q9Y5X1,O43426,1
2878,P16333,O43426,1
2882,P62993,Q05193,1
2883,P12931,P50570,1
2884,P50570,P62993,1
2885,P05230,P22607,1
2887,Q13746,P27986,1
2890,Q15599,Q05066,1
2891,Q15599,P46937,1
2893,P54132,Q15554,1
2894,P27694,P15927,1
2895,P27694,P35244,1
2897,Q9BXH1,Q92843,1
2898,P10415,Q92934,1
2899,Q92843,O00198,1
2900,Q92843,Q13794,1
2902,P54132,P39748,1
2904,Q16611,Q05086,1
2905,Q14397,P35557,1
2911,O14745,P46937,1
2915,Q9H2C0,P22314,1
2916,P62826,P43487,1
2917,P11387,P19338,1
2919,O14745,Q9BXI6,1
2920,Q9BXI6,Q15599,1
2921,P20226,P28347,1
2922,P28347,P14859,1
2935,P06400,Q13547,1
2936,Q05516,P29590,1
2937,P04626,P23458,1
2938,O14796,P04626,1
2939,P04626,P98077,1
2940,P04626,P46109,1
2941,P46108,P04626,1
2942,P00533,Q92529,1
2943,Q06124,P00533,1
2944,P00533,P49757,1
2945,P00533,P16333,1
2946,P00533,O60674,1
2947,O14654,P00533,1
2948,P00533,Q6PKX4,1
2949,Q9P104,P00533,1
2950,Q8TEW6,P00533,1
2951,Q8IZW8,P00533,1
2952,O95704,P00533,1
2953,P00533,O96018,1
2954,P42681,P04626,1
2955,O15524,P04626,1
2956,P04626,Q13239,1
2957,P04626,Q8WYP3,1
2958,P04626,Q13671,1
2959,O14654,P04626,1
2960,Q6PKX4,P04626,1
